chinese,english,status,source
循名责实,live up to its name,VERIFIED,PETCI
循规蹈矩,follow the custom or law,VERIFIED,PETCI
循序渐进,step by step,VERIFIED,PETCI
循循善诱,teach with skill and patience,VERIFIED,PETCI
微不足道,paltry,VERIFIED,PETCI
微乎其微,next to nothing,VERIFIED,PETCI
微言大义,subtle and profound language,VERIFIED,PETCI
彻头彻尾,through and through,VERIFIED,PETCI
德高望重,be of noble character and high prestige,VERIFIED,PETCI
德才兼备,equal stress on integrity and ability,VERIFIED,PETCI
心不在焉,absent-minded,VERIFIED,PETCI
心平气和,in a composed manner,VERIFIED,PETCI
心满意足,fully satisfied,VERIFIED,PETCI
心明眼亮,see and think clearly,VERIFIED,PETCI
心烦意乱,confused and worried,VERIFIED,PETCI
心服口服,fully convinced,VERIFIED,PETCI
心腹之患,enemy within,VERIFIED,PETCI
心胆俱裂,be frightened out of one's wits,VERIFIED,PETCI
心劳日拙,go on a wild goose chase,VERIFIED,PETCI
心力交瘁,be mentally and physically exhausted,VERIFIED,PETCI
心灵手快,clever in mind and quick of action,VERIFIED,PETCI
心灵手巧,clever and deft,VERIFIED,PETCI
心领神会,understand tacitly,VERIFIED,PETCI
心乱如麻,be in a stew,VERIFIED,PETCI
心甘情愿,perfectly willing,VERIFIED,PETCI
心宽体胖,fit and happy,VERIFIED,PETCI
心口如一,say what one thinks,VERIFIED,PETCI
心旷神怡,completely relaxed and happy,VERIFIED,PETCI
心狠手辣,cruel and evil,VERIFIED,PETCI
心花怒放,be wild with joy,VERIFIED,PETCI
心怀不满,have a grudge against,VERIFIED,PETCI
心怀鬼胎,harbor evil designs,VERIFIED,PETCI
心灰意懒,be utterly despondent,VERIFIED,PETCI
心慌意乱,be alarmed and nervous,VERIFIED,PETCI
心急如焚,worried to death,VERIFIED,PETCI
心惊胆战,tremble with fear,VERIFIED,PETCI
心惊肉跳,one's heart leaped into one's mouth,VERIFIED,PETCI
心情舒畅,be in a good mood,VERIFIED,PETCI
心血来潮,be seized by a whim,VERIFIED,PETCI
心心相印,hearts beat as one,VERIFIED,PETCI
心绪不宁,in a flutter,VERIFIED,PETCI
心直口快,plainspoken and straightforward,VERIFIED,PETCI
心照不宣,have a tacit understanding,VERIFIED,PETCI
心中有数,have a pretty good idea of,VERIFIED,PETCI
心潮澎湃,be full of excitement,VERIFIED,PETCI
心神不定,a restless mind,VERIFIED,PETCI
心如刀割,be pierced with grief,VERIFIED,PETCI
心慈手软,softhearted,VERIFIED,PETCI
心安理得,feel at ease and justified,VERIFIED,PETCI
心有灵犀一点通,hearts which have a common beat are linked,VERIFIED,PETCI
心有余悸,one's heart still fluttering with fear,VERIFIED,PETCI
心有余而力不足,"the spirit is willing, but the flesh is weak",VERIFIED,PETCI
心无二用,one should concentrate on one's work,VERIFIED,PETCI
心悦诚服,gladly and wholeheartedly,VERIFIED,PETCI
心猿意马,prone to outside attractions,VERIFIED,PETCI
必恭必敬,politely and respectfully,VERIFIED,PETCI
必由之路,the only way,VERIFIED,PETCI
忍俊不禁,cannot help smiling,VERIFIED,PETCI
忍气吞声,suffer indignities without a protest,VERIFIED,PETCI
忍辱负重,endure humiliation in order to carry out an important mission,VERIFIED,PETCI
忍无可忍,tax one's patience to the limit,VERIFIED,PETCI
忐忑不安,vacillatingly uneasy,VERIFIED,PETCI
志大才疏,have great ambition but little talent,VERIFIED,PETCI
志同道合,share the same views,VERIFIED,PETCI
志士仁人,people with lofty ideals,VERIFIED,PETCI
忘乎所以,forget oneself in one's elation,VERIFIED,PETCI
忘恩负义,bite the hand that feeds one,VERIFIED,PETCI
忙里偷闲,snatch a little leisure from a busy life,VERIFIED,PETCI
快马加鞭,work at top speed,VERIFIED,PETCI
快刀斩乱麻,cut the Gordian knot,VERIFIED,PETCI
忠心耿耿,unswerving loyalty,VERIFIED,PETCI
忠贞不渝,unswerving in loyalty,VERIFIED,PETCI
忠言逆耳,straight advice is difficult to take,VERIFIED,PETCI
念念不忘,bear in mind constantly,VERIFIED,PETCI
怙恶不悛,persist in evil and not repent,VERIFIED,PETCI
怡然自得,happy and pleased with oneself,VERIFIED,PETCI
性命交关,of life and death,VERIFIED,PETCI
怪模怪样,grotesque,VERIFIED,PETCI
怪诞不经,fantastic,VERIFIED,PETCI
怪里怪气,eccentric,VERIFIED,PETCI
怪声怪气,strange voice or affected manner,VERIFIED,PETCI
怒不可遏,boil with rage,VERIFIED,PETCI
怒目相视,stare angrily,VERIFIED,PETCI
怒发冲冠,the anger makes one's hair stand on end,VERIFIED,PETCI
怒火中烧,simmer with rage,VERIFIED,PETCI
怒气冲天,give way to unbridled fury,VERIFIED,PETCI
怒形于色,angry countenance,VERIFIED,PETCI
急风暴雨,a strong gale and a torrential downpour,VERIFIED,PETCI
急来抱佛脚,seek help at the last moment,VERIFIED,PETCI
急流勇退,resolutely retire at the height of one's official career,VERIFIED,PETCI
急公好义,zealous for the public interest,VERIFIED,PETCI
急功近利,eager for quick success and instant benefit,VERIFIED,PETCI
急起直追,rouse oneself to catch up,VERIFIED,PETCI
急转直下,take a sudden turn and then develop rapidly,VERIFIED,PETCI
急中生智,show resourcefulness in an emergency,VERIFIED,PETCI
急如星火,requiring lightning action,VERIFIED,PETCI
怨天尤人,blame everyone and everything but oneself,VERIFIED,PETCI
怨声载道,the murmurs filled the streets,VERIFIED,PETCI
恒河沙数,as numerous as the sands of the Ganges,VERIFIED,PETCI
恃强凌弱,use one's strength to bully the weak,VERIFIED,PETCI
恃才傲物,rely on one's own skill and look down upon others,VERIFIED,PETCI
恍同隔世,as if being cut off from the outside world for ages,VERIFIED,PETCI
恍然大悟,suddenly see the light,VERIFIED,PETCI
恨铁不成钢,wish iron could turn into steel at once,VERIFIED,PETCI
恨之入骨,harbor bitter hatred toward somebody,VERIFIED,PETCI
恪守不渝,strictly abide by,VERIFIED,PETCI
恬不知耻,not feel ashamed at all,VERIFIED,PETCI
恰到好处,just right,VERIFIED,PETCI
恰如其分,neither more nor less than,VERIFIED,PETCI
恣行无忌,act recklessly,VERIFIED,PETCI
恣意妄为,behave unscrupulously,VERIFIED,PETCI
恩将仇报,bite the hand that feeds one,VERIFIED,PETCI
息息相关,vitally interrelated,VERIFIED,PETCI
息事宁人,make concessions to avoid trouble,VERIFIED,PETCI
悔不当初,regret having done something in that way,VERIFIED,PETCI
悔过自新,repent and make a new start,VERIFIED,PETCI
悔之无及,too late to repent,VERIFIED,PETCI
悍然不顾,fly in the teeth of,VERIFIED,PETCI
悖入悖出,"ill-gotten, ill-spent",VERIFIED,PETCI
悠然自得,be carefree and content,VERIFIED,PETCI
患得患失,think in terms of personal gain and loss,VERIFIED,PETCI
患难之交,friendship made during adversity,VERIFIED,PETCI
患难与共,go through thick and thin together,VERIFIED,PETCI
情不自禁,cannot help,VERIFIED,PETCI
情投意合,suited to each other perfectly,VERIFIED,PETCI
情同手足,with brotherly love for each other,VERIFIED,PETCI
情急智生,hit on a good idea in a moment of desperation,VERIFIED,PETCI
情随事迁,people's feelings change with the circumstances,VERIFIED,PETCI
情有可原,excusable,VERIFIED,PETCI
惘然若失,wear a blank look,VERIFIED,PETCI
惜墨如金,abstemious in his use of ink,VERIFIED,PETCI
惜指失掌,try to save a little only to lose a lot,VERIFIED,PETCI
惟妙惟肖,strikingly true to life,VERIFIED,PETCI
悲愤填膺,burning with indignation,VERIFIED,PETCI
悲天悯人,broad-hearted kindness,VERIFIED,PETCI
悲欢离合,checkered career,VERIFIED,PETCI
悲喜交集,mixed feelings of grief and joy,VERIFIED,PETCI
恶贯满盈,have committed countless crimes and deserve to come to judgment,VERIFIED,PETCI
恶语中伤,viciously slander,VERIFIED,PETCI
惴惴不安,be anxious and fearful,VERIFIED,PETCI
惶恐不安,be seized with fear,VERIFIED,PETCI
惶惶不可终日,be kept in a state of constant nervousness,VERIFIED,PETCI
惺惺相惜,the wise appreciate one another,VERIFIED,PETCI
惺惺作态,be affected,VERIFIED,PETCI
想方设法,do everything possible,VERIFIED,PETCI
想入非非,far-fetched imagination,VERIFIED,PETCI
惹火烧身,court disaster,VERIFIED,PETCI
惹是生非,stir up trouble,VERIFIED,PETCI
愁眉不展,"knitted eye-brows, preoccupied or sad look",VERIFIED,PETCI
愁眉苦脸,an agonized look,VERIFIED,PETCI
愁容满面,look extremely worried,VERIFIED,PETCI
意气风发,be full of pep,VERIFIED,PETCI
意气相投,be alike in temperament,VERIFIED,PETCI
意气用事,act on impulse,VERIFIED,PETCI
意在言外,the meaning is implied,VERIFIED,PETCI
愚昧无知,stupid and ignorant,VERIFIED,PETCI
愚公移山,the Foolish Old Man who moved the mountains,VERIFIED,PETCI
愚者千虑，必有一得,even a fool occasionally hits on a good idea,VERIFIED,PETCI
感同身受,feel indebted as if it were received in person,VERIFIED,PETCI
感激涕零,be moved to tears,VERIFIED,PETCI
感情用事,be swayed by one's emotions,VERIFIED,PETCI
感人肺腑,move people deeply,VERIFIED,PETCI
感恩戴德,be deeply grateful for,VERIFIED,PETCI
爱不释手,reluctant to give up,VERIFIED,PETCI
爱莫能助,willing to help but unable to do so,VERIFIED,PETCI
爱憎分明,be clear about what to love and what to hate,VERIFIED,PETCI
爱财如命,very stingy,VERIFIED,PETCI
爱屋及乌,"love me, love my dog",VERIFIED,PETCI
惨不忍睹,too horrible to look at,VERIFIED,PETCI
惨淡经营,keep going by painstaking effort,VERIFIED,PETCI
惨绝人寰,extremely tragic,VERIFIED,PETCI
惨无天日,"so dark, or full of suffering, that it is as if the sun were not in the sky",VERIFIED,PETCI
惨无人道,cruel,VERIFIED,PETCI
慢条斯理,leisurely,VERIFIED,PETCI
慷慨激昂,with deep feelings and enthusiasm,VERIFIED,PETCI
慷慨解囊,give alms liberally,VERIFIED,PETCI
慷慨就义,die a martyr's death,VERIFIED,PETCI
忧患余生,the remaining years after going through a great deal,VERIFIED,PETCI
忧心忡忡,feel gloomy,VERIFIED,PETCI
忧心如焚,extremely worried,VERIFIED,PETCI
庆父不去，鲁难未已,"until Ching Fu is done away with, the crisis in the state of Lu will not be over",VERIFIED,PETCI
愤世嫉俗,cynical,VERIFIED,PETCI
忆苦思甜,recall past suffering and think over the source of present happiness,VERIFIED,PETCI
应付自如,cope with successfully,VERIFIED,PETCI
应对如流,give fluent replies,VERIFIED,PETCI
应接不暇,play host to o constant stream of callers,VERIFIED,PETCI
应有尽有,well-stocked,VERIFIED,PETCI
应运而生,emerge as the times require,VERIFIED,PETCI
惩前避后,take a lesson from the past and avoid future mistakes,VERIFIED,PETCI
惩一儆百,make an example of somebody,VERIFIED,PETCI
悬梁自尽,hang oneself,VERIFIED,PETCI
悬而未决,up in the air,VERIFIED,PETCI
悬崖勒马,stop before it is too late,VERIFIED,PETCI
悬崖峭壁,overhanging cliff,VERIFIED,PETCI
恋恋不舍,reluctant to part with,VERIFIED,PETCI
成败利钝,success or failure,VERIFIED,PETCI
成名成家,establish one's reputation as an authority,VERIFIED,PETCI
成龙配套,link up the parts to form a whole,VERIFIED,PETCI
成家立业,get married and start one's career,VERIFIED,PETCI
成千成万,thousands and thousands of,VERIFIED,PETCI
成事不足，败事有余,unable to accomplish anything but liable to spoil everything,VERIFIED,PETCI
成仁取义,die for a just cause,VERIFIED,PETCI
成人之美,help another to succeed,VERIFIED,PETCI
戒骄戒躁,guard against pride and rashness,VERIFIED,PETCI
我行我素,persist in one's old way,VERIFIED,PETCI
截趾适履,cut the toes to fit the shoes,VERIFIED,PETCI
截长补短,balance the score,VERIFIED,PETCI
截然不同,poles apart,VERIFIED,PETCI
戮力同心,pull together and work hard as a team,VERIFIED,PETCI
战天斗地,combat nature,VERIFIED,PETCI
战战兢兢,watch one's step,VERIFIED,PETCI
战无不胜，攻无不克,invincible,VERIFIED,PETCI
戴罪立功,make up for one's mistake,VERIFIED,PETCI
户限为穿,an endless flow of visitors,VERIFIED,PETCI
所向披靡,mowing down all resistance,VERIFIED,PETCI
所向无敌,ever-victorious,VERIFIED,PETCI
扁担没扎，两头打塌,send up grabbing for strands,VERIFIED,PETCI
手不释卷,always have a book in one's hand,VERIFIED,PETCI
手忙脚乱,in a frantic rush,VERIFIED,PETCI
手到病除,sickness retires at his touch,VERIFIED,PETCI
手急眼快,deft,VERIFIED,PETCI
手足无措,at a loss as to what to do,VERIFIED,PETCI
手无缚鸡之力,too weak,VERIFIED,PETCI
手舞足蹈,dance with joy,VERIFIED,PETCI
手无寸铁,bare-handed,VERIFIED,PETCI
才高八斗,have profound learning,VERIFIED,PETCI
才气横溢,have superb talent,VERIFIED,PETCI
才疏学浅,have little talent and less learning,VERIFIED,PETCI
才子佳人,gifted scholars and beautiful ladies,VERIFIED,PETCI
打抱不平,defend somebody against an injustice,VERIFIED,PETCI
打破砂锅问到底,insist on getting to the bottom of the matter,VERIFIED,PETCI
打得火热,chum up with,VERIFIED,PETCI
打退堂鼓,back out,VERIFIED,PETCI
打落水狗,beat a drowning dog,VERIFIED,PETCI
打开天窗说亮话,frankly speaking,VERIFIED,PETCI
打家劫舍,loot,VERIFIED,PETCI
打肿脸充胖子,slap one's face until it's swollen in an effort to look imposing,VERIFIED,PETCI
打成一片,identify oneself with,VERIFIED,PETCI
打入冷宫,consign to the back shelf,VERIFIED,PETCI
打草惊蛇,put an enemy on guard by acting prematurely,VERIFIED,PETCI
打错算盘,make a wrong decision,VERIFIED,PETCI
扣人心弦,moving,VERIFIED,PETCI
扶老携幼,help the aged and the young,VERIFIED,PETCI
扶弱抑强,fight for the weak against the strong,VERIFIED,PETCI
扶摇直上,skyrocket,VERIFIED,PETCI
扶危济困,help those in distress,VERIFIED,PETCI
抓耳挠腮,scratch one's head,VERIFIED,PETCI
投笔从戎,renounce the pen for the sword,VERIFIED,PETCI
投鞭断流,"if the soldiers throw their whips into the river, it would",VERIFIED,PETCI
投桃报李,exchange gifts,VERIFIED,PETCI
投机倒把,engage in speculation and profiteering,VERIFIED,PETCI
投机取巧,be opportunistic,VERIFIED,PETCI
投其所好,agree to whatever another is pleased with,VERIFIED,PETCI
投鼠忌器,held back from taking action against an evildoer for fear of involving good people,VERIFIED,PETCI
折冲樽俎,engage in diplomatic negotiations,VERIFIED,PETCI
抑扬顿挫,cadence,VERIFIED,PETCI
承先启后,serve as a link between past and future,VERIFIED,PETCI
承上启下,form a connecting link between the preceding and the following,VERIFIED,PETCI
抱头鼠窜,scurry off like a frightened rat,VERIFIED,PETCI
抱恨终天,regret something to the end of one's days,VERIFIED,PETCI
抱薪救火,adopt a wrong method to save a situation and end up by making it worse,VERIFIED,PETCI
抱残守缺,retain what is old and outworn,VERIFIED,PETCI
披肝沥胆,speak one's mind,VERIFIED,PETCI
被坚执锐,dressed in strong armor and armed with sharp weapons,VERIFIED,PETCI
披荆斩棘,hack one's way through the jungle and bushes,VERIFIED,PETCI
披星戴月,work or travel night and day,VERIFIED,PETCI
披沙拣金,get essentials from a large mass of materials,VERIFIED,PETCI
抽薪止沸,take drastic measures to stop something,VERIFIED,PETCI
拂袖而去,go off in a huff,VERIFIED,PETCI
拈轻怕重,pick easy jobs and shirk hard ones,VERIFIED,PETCI
拉大旗作虎皮,use the great banner as a tiger-skin,VERIFIED,PETCI
抛头露面,appear in public,VERIFIED,PETCI
抛砖引玉,a modest spur to induce others to come forward with valuable contributions,VERIFIED,PETCI
拐弯抹角,talk in a roundabout way,VERIFIED,PETCI
拍板成交,strike a bargain,VERIFIED,PETCI
拍手称快,clap and cheer,VERIFIED,PETCI
拍案叫绝,"thump the table and shout ""bravo!""",VERIFIED,PETCI
拒谏饰非,the rejection of criticisms and the whitewashing of one's mistakes,VERIFIED,PETCI
拒人于千里之外,keep a good distance from,VERIFIED,PETCI
拖泥带水,muddled,VERIFIED,PETCI
招兵买马,prepare for war,VERIFIED,PETCI
招架不住,unable to withstand,VERIFIED,PETCI
招降纳叛,recruit deserters and traitors,VERIFIED,PETCI
招摇过市,swagger through the streets,VERIFIED,PETCI
招摇撞骗,swindle and bluff,VERIFIED,PETCI
拭目以待,wait and see,VERIFIED,PETCI
拾金不昧,not pocket the money one picks up,VERIFIED,PETCI
拾人牙慧,plagiarize,VERIFIED,PETCI
持平之论,an unbiased view,VERIFIED,PETCI
持之以恒,persevere,VERIFIED,PETCI
持之有故,hold the assertion with reasons,VERIFIED,PETCI
按兵不动,bide one's time,VERIFIED,PETCI
按部就班,work strictly by protocol,VERIFIED,PETCI
按图索骥,locate something by a plan,VERIFIED,PETCI
指不胜屈,countless,VERIFIED,PETCI
指鹿为马,wilful misrepresentation,VERIFIED,PETCI
指手画脚,pointing and gesticulating,VERIFIED,PETCI
指日可待,in the not too distant future,VERIFIED,PETCI
指桑骂槐,veiled abuse,VERIFIED,PETCI
挑拨离间,incite one against the other,VERIFIED,PETCI
挑肥拣瘦,difficult to please,VERIFIED,PETCI
挖空心思,rack one's brains for,VERIFIED,PETCI
